Item Type;Publication Year;Publication Title;Author;Title;Date;Url;ISBN;ISSN;DOI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
journalArticle;2024;Journal of Informetrics;"Giziński, Stanisław; Kaczyńska, Paulina; Ruczyński, Hubert; Wiśnios, Emilia; Pieliński, Bartosz; Biecek, Przemysław; Sienkiewicz, Julian";Big Tech influence over AI research revisited: Memetic analysis of attribution of ideas to affiliation;01/11/2024;https://www.sciencedirect.com/science/article/pii/S1751157724000841;;1751-1577;10.1016/j.joi.2024.101572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
letter;2017;;Google;Comments of Google LLC re: Internet Communication Disclaimers;30/10/2017;https://sers.fec.gov/fosers/showpdf.htm?docid=358482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
letter;2018;;Google Employees;Google letter;?/?/2018;https://static01.nyt.com/files/2018/technology/googleletter.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
letter;2018;;Researchers in Support of Google Employees:;Open Letter in Support of Google Employees and Tech Workers | ICRAC;25/06/2018;https://www.icrac.net/open-letter-in-support-of-google-employees-and-tech-workers/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
letter;2018;;Walker, Kent;Written Testimony of Kent Walker Senior Vice President, Global Affairs & Chief Legal Officer Senate Select Committee on Intelligence Hearing on, “Foreign Influence Operations’ Use of Social Media Platforms” Written Congressional Testimony;05/09/2018;https://services.google.com/fh/files/blogs/kent_walker_testimony_senate_select_committee_on_intelligence_09052018.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2016;Wired;Greenberg, Andy;Google's Clever Plan to Stop Aspiring ISIS Recruits;07/09/2016;https://www.wired.com/2016/09/googles-clever-plan-stop-aspiring-isis-recruits/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2016;Wired;Poulsen, Kevin;The Future of Security: A Roundtable;09/02/2016;https://www.wired.com/2016/02/the-future-of-security-a-roundtable/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2017;The Economist;;Google leads in the race to dominate artificial intelligence;07/12/2017;https://www.economist.com/business/2017/12/07/google-leads-in-the-race-to-dominate-artificial-intelligence;;0013-0613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2018;Wired;Braithwaite, Phoebe;Google’s artificial intelligence ethics won't curb war by algorithm;04/07/2018;https://www.wired.com/story/google-project-maven-drone-warfare-artificial-intelligence/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2018;Wired;Shachtman, Noah;Exclusive: Google, CIA Invest in 'Future' of Web Monitoring;28/07/2018;https://www.wired.com/2010/07/exclusive-google-cia/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2018;Wired;Simonite, Tom;Despite Pledging Openness, Companies Rush to Patent AI Tech;31/07/2018;https://www.wired.com/story/despite-pledging-openness-companies-rush-to-patent-ai-tech/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2018;Wired;Tiku, Nitasha;The Line Between Big Tech and Defense Work;21/05/2018;https://www.wired.com/story/the-line-between-big-tech-and-defense-work/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2020;Wired;Knight, Will;Many Top AI Researchers Get Financial Backing From Big Tech;04/10/2020;https://www.wired.com/story/top-ai-researchers-financial-backing-big-tech/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2020;Wired;Simonite, Tom;3 Years After the Maven Uproar, Google Cozies to the Pentagon;18/11/2020;https://www.wired.com/story/3-years-maven-uproar-google-warms-pentagon/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2021;Wired;Simonite, Tom;What Really Happened When Google Ousted Timnit Gebru;08/06/2021;https://www.wired.com/story/google-timnit-gebru-ai-what-really-happened/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2021;Wired;Simonite, Tom;This Group Pushed More AI in US Security—and Boosted Big Tech;01/11/2021;https://www.wired.com/story/group-pushed-ai-us-security-boosted-tech/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2022;Foreign Affairs;"Fox, Christine H.; Probasco, Emelia S.";Big Tech Goes to War;19/10/2022;https://www.foreignaffairs.com/ukraine/big-tech-goes-war;;0015-7120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2022;Wired;Harrington, Caitlin;Google and Amazon Want More Defense Contracts, Despite Worker Protests;09/09/2022;https://www.wired.com/story/google-and-amazon-want-more-defense-contracts-despite-worker-protests/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magazineArticle;2022;Wired;Meaker, Morgan;Facebook’s Data Center Plans Rile Residents in the Netherlands;07/01/2022;https://www.wired.com/story/facebook-dutch-data-center/;;1059-1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2004;The New York Times;Times, The New York;Letter From the Founders;29/04/2004;https://www.nytimes.com/2004/04/29/business/letter-from-the-founders.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2012;The New York Times;Markoff, John;How Many Computers to Identify a Cat? 16,000;25/06/2012;https://www.nytimes.com/2012/06/26/technology/in-a-big-network-of-computers-evidence-of-machine-learning.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2013;The Guardian;"Greenwald, Glenn; MacAskill, Ewen";NSA Prism program taps in to user data of Apple, Google and others;07/06/2013;https://www.theguardian.com/world/2013/jun/06/us-tech-giants-nsa-data;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2013;The Guardian;Holpuch, Amanda;Google's Eric Schmidt says government spying is 'the nature of our society';13/09/2013;https://www.theguardian.com/world/2013/sep/13/eric-schmidt-google-nsa-surveillance;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2014;The Guardian;Ackerman, Spencer;US tech giants knew of NSA data collection, agency's top lawyer insists;19/03/2014;https://www.theguardian.com/world/2014/mar/19/us-tech-giants-knew-nsa-data-collection-rajesh-de;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2014;The Guardian;"Travis, Alan; Arthur, Charles";EU court backs 'right to be forgotten': Google must amend results on request;13/05/2014;https://www.theguardian.com/technology/2014/may/13/right-to-be-forgotten-eu-court-google-search-results;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2016;The Guardian;Gibbs, Samuel;Google says Isis must be locked out of the open web;20/01/2016;https://www.theguardian.com/technology/2016/jan/20/google-says-isis-must-be-locked-out-of-the-open-web;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2016;The Guardian;Hern, Alex;Facebook,  YouTube, Twitter  and Microsoft sign EU  hate speech code;31/05/2016;https://www.theguardian.com/technology/2016/may/31/facebook-youtube-twitter-microsoft-eu-hate-speech-code;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2016;The Guardian;Reuters;Family of student killed in Paris attacks sues Facebook, Twitter and Google;16/06/2016;https://www.theguardian.com/media/2016/jun/16/family-california-student-killed-paris-attacks-sue-google-facebook-twitter;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;"Asthana, Anushka; Levin, Sam; editor, Anushka Asthana Political";UK urges tech giants to do more to prevent spread of extremism;31/07/2017;https://www.theguardian.com/technology/2017/aug/01/uk-urges-tech-giants-to-do-more-to-prevent-spread-of-extremism;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;Elgot, Jessica;May and Macron plan joint crackdown on online terror;12/06/2017;https://www.theguardian.com/politics/2017/jun/12/may-macron-online-terror-radicalisation;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;Elgot, Jessica;Google and Facebook face penalties if they don't stop online hate;13/06/2017;https://www.theguardian.com/uk-news/2017/jun/13/google-and-facebook-face-penalties-if-they-dont-stop-online-hate;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;Gibbs, Samuel;Facebook and YouTube face tough new laws on extremist and explicit video;24/05/2017;https://www.theguardian.com/technology/2017/may/24/facebook-youtube-tough-new-laws-extremist-explicit-video-europe;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;Gibbs, Samuel;Google says AI better than humans at scrubbing extremist YouTube content;01/08/2017;https://www.theguardian.com/technology/2017/aug/01/google-says-ai-better-than-humans-at-scrubbing-extremist-youtube-content;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;Gibbs, Samuel;Google has been tracking Android users even with location services turned off;22/11/2017;https://www.theguardian.com/technology/2017/nov/22/google-track-android-users-location-services-turned-off-sim;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;Gibbs, Samuel;EU warns tech firms: remove extremist content faster or be regulated;07/12/2017;https://www.theguardian.com/technology/2017/dec/07/eu-warns-tech-firms-facebook-google-youtube-twitter-remove-extremist-content-regulated-european-commission;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2017;The Guardian;Levin, Sam;Google to hire thousands of moderators after outcry over YouTube abuse videos;05/12/2017;https://www.theguardian.com/technology/2017/dec/04/google-youtube-hire-moderators-child-abuse-videos;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;ABC News;Doran, Matthew;These laws will force tech companies to hand over encrypted data — but the details are secret;05/06/2018;https://www.abc.net.au/news/2018-06-06/tech-and-telco-terror-laws-to-be-presented-in-weeks/9839500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;Bloomberg.com;Bergen, Mark;Google's New Spending Surge Shows a Company Playing Catch-Up;23/04/2018;https://www.bloomberg.com/news/articles/2018-04-23/alphabet-sales-growth-tops-forecasts-while-spending-surges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;Bloomberg.com;"Drozdiak, Natalia; Bodoni, Stephanie";Tech Giants Face Terror Law in EU Crackdown on Internet Hate;28/07/2018;https://www.bloomberg.com/news/articles/2018-07-28/tech-giants-face-terror-law-in-eu-crackdown-on-internet-hate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;Financial Times;"Brunsden, Jim; Khan, Mehreen";EU to give judges power to seize terror suspect emails and texts;16/04/2018;https://www.ft.com/content/052b1c62-418f-11e8-93cf-67ac3a6482fd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;"Asaro, Peter; Gates, Kelly; Hartzog, Woodrow; Irani, Lilly; Selinger, Evan; Suchman, Lucy";Thanks to Amazon, the government will soon be able to track your face;06/07/2018;https://www.theguardian.com/commentisfree/2018/jul/06/amazon-rekognition-facial-recognition-government;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Gibbs, Samuel;EU gives Facebook and Google three months to tackle extremist content;01/03/2018;https://www.theguardian.com/technology/2018/mar/01/eu-facebook-google-youtube-twitter-extremist-content;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Gibbs, Samuel;Google’s AI is being used by US military drone programme;07/03/2018;https://www.theguardian.com/technology/2018/mar/07/google-ai-us-department-of-defense-military-drone-project-maven-tensorflow;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Gibbs, Samuel;Android phone makers skip Google security updates without telling users – study;13/04/2018;https://www.theguardian.com/technology/2018/apr/13/android-phone-makers-skip-security-updates-users-smartphone-software-google;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Gibbs, Samuel;Google sued for 'clandestine tracking' of 4.4m UK iPhone users' browsing data;21/05/2018;https://www.theguardian.com/technology/2018/may/21/google-sued-tracking-44m-uk-iphone-users-browsing-data-apple-safari;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Gibbs, Samuel;Google launches video doorbell with facial recognition in UK;30/05/2018;https://www.theguardian.com/technology/2018/may/31/nest-hello-google-launches-facial-recognition-data-doorbell-uk-privacy-concerns-amazon-ring;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Gibbs, Samuel;Speech recognition is tech's next giant leap, says Google;24/09/2018;https://www.theguardian.com/technology/2018/sep/24/speech-recognition-tech-google;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Hern, Alex;Facebook, Google and Twitter to testify in Congress over extremist content;10/01/2018;https://www.theguardian.com/technology/2018/jan/10/facebook-google-twitter-testify-congress-extremist-content-russian-election-interference-information;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Hern, Alex;YouTube to fund videos that 'counter hate' as pressure over extremism grows;25/01/2018;https://www.theguardian.com/technology/2018/jan/25/youtube-fund-videos-counter-hate-extremism-google-creators-for-change-programme;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Hern, Alex;YouTube to crack down on fake news, backing 'authoritative' sources;09/07/2018;https://www.theguardian.com/technology/2018/jul/09/youtube-fake-news-changes;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Hern, Alex;UK high court blocks mass privacy action against Google;08/10/2018;https://www.theguardian.com/technology/2018/oct/08/uk-high-court-blocks-mass-privacy-action-against-google;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Hern, Alex;Google and Orange building cable between US and France;15/10/2018;https://www.theguardian.com/technology/2018/oct/15/google-orange-building-cable-between-us-france;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Hern, Alex;MPs question Google, Facebook and Twitter on problematic content;16/10/2018;https://www.theguardian.com/politics/2018/oct/16/mps-grill-facebook-google-twitter-problematic-content-commons;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Hutchens, Gareth;Coalition calls on Google and Facebook to get on side with encryption bill;10/10/2018;https://www.theguardian.com/technology/2018/oct/10/coalition-calls-on-google-and-facebook-to-get-on-side-with-encryption-bill;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Knaus, Christopher;Google and Facebook join rights groups to fight Australia's encryption bill;03/10/2018;https://www.theguardian.com/technology/2018/oct/03/google-and-facebook-join-rights-groups-to-fight-australias-encryption-bill;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;McGowan, Michael;Australia drafts laws forcing Facebook and Google to reveal encrypted data;06/06/2018;https://www.theguardian.com/technology/2018/jun/06/planned-laws-to-force-tech-firms-to-reveal-encrypted-data;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Monaghan, Angela;Apple, Google and Amazon named as most valuable brands in world;03/10/2018;https://www.theguardian.com/technology/2018/oct/04/apple-google-and-amazon-named-as-most-valuable-brands-in-world;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Press, Associated;Google owner Alphabet reports 84% rise in profits despite privacy concerns;23/04/2018;https://www.theguardian.com/technology/2018/apr/23/google-owner-alphabet-reports-earnings;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Smith, Noah;Google's prototype Chinese search engine links searches to phone numbers;19/09/2018;https://www.theguardian.com/technology/2018/sep/18/google-china-dragonfly-search-engine;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Solon, Olivia;Google's robot assistant now makes eerily lifelike phone calls for you;08/05/2018;https://www.theguardian.com/technology/2018/may/08/google-duplex-assistant-phone-calls-robot-human;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;"Suchman, Lucy; Irani, Lilly; Asaro, Peter";Google's march to the business of war must be stopped;16/05/2018;https://www.theguardian.com/commentisfree/2018/may/16/google-business-war-project-maven;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;Wong, Julia Carrie;Google snubs Senate hearings on election meddling;05/09/2018;https://www.theguardian.com/technology/2018/sep/05/google-senate-hearings-facebook-twitter-russia-meddling-latest-news;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The Guardian;"Wong, Julia Carrie; Solon, Olivia";Google to shut down Google+ after failing to disclose user data leak;12/10/2018;https://www.theguardian.com/technology/2018/oct/08/google-plus-security-breach-wall-street-journal;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The New York Times;Li, Fei-Fei;Opinion | How to Make A.I. That’s Good for People;08/03/2018;https://www.nytimes.com/2018/03/07/opinion/artificial-intelligence-human.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The New York Times;Metz, Cade;Google Makes Its Special A.I. Chips Available to Others;12/02/2018;https://www.nytimes.com/2018/02/12/technology/google-artificial-intelligence-chips.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The New York Times;O’Mara, Margaret;Opinion | Silicon Valley Can’t Escape the Business of War;26/10/2018;https://www.nytimes.com/2018/10/26/opinion/amazon-bezos-pentagon-hq2.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The New York Times;"Shane, Scott; Metz, Cade; Wakabayashi, Daisuke";How a Pentagon Contract Became an Identity Crisis for Google;30/05/2018;https://www.nytimes.com/2018/05/30/technology/google-project-maven-pentagon.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;The New York Times;"Shane, Scott; Wakabayashi, Daisuke";‘The Business of War’: Google Employees Protest Work for the Pentagon;04/04/2018;https://www.nytimes.com/2018/04/04/technology/google-letter-ceo-pentagon-project.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;Wall Street Journal;MacMillan, Douglas;Google’s Empty Chair Gets Starring Role at Hearing;05/09/2018;https://www.wsj.com/articles/googles-empty-chair-gets-starring-role-at-hearing-1536176002;;0099-9660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;Wall Street Journal;"MacMillan, Douglas; McMillan, Robert";Google Exposed User Data, Feared Repercussions of Disclosing to Public;08/10/2018;https://www.wsj.com/articles/google-exposed-user-data-feared-repercussions-of-disclosing-to-public-1539017194;;0099-9660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;Wall Street Journal;"Woo, Stu; MacMillan, Douglas";After Scrutinizing Facebook, Congress Turns to Google Deal With Huawei;07/06/2018;https://www.wsj.com/articles/after-scrutinizing-facebook-congress-turns-to-google-deal-with-huawei-1528378581;;0099-9660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2018;New York Post;Marsh, Julia;NYPD subpoenas Google to obtain teen’s online history;08/01/2018;https://nypost.com/2018/01/08/nypd-subpoenas-google-to-obtain-teens-online-history/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2019;Bloomberg.com;Brands, Hal;Google Needs a Lesson in Patriotism;26/03/2019;https://www.bloomberg.com/view/articles/2019-03-26/pentagon-chief-google-needs-a-lesson-in-patriotism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2021;Financial Times;McGee, Patrick;Silicon Valley reboots its relationship with the US military;17/05/2021;https://www.ft.com/content/541f0a02-ea27-43a4-b554-96048c40040d;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2021;Haaretz;Ziv, Amitai;"Israel picks Google, Amazon for massive official cloud; 'Data will remain here'";21/04/2021;https://www.haaretz.com/israel-news/tech-news/2021-04-21/ty-article/israel-picks-google-amazon-for-official-state-cloud/0000017f-e896-dc91-a17f-fc9fd1ce0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2021;NBC News;Solon, Olivia;Drought-stricken communities push back against data centers;19/06/2021;https://www.nbcnews.com/tech/internet/drought-stricken-communities-push-back-against-data-centers-n1271344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2021;The Guardian;Anonymous Google and Amazon workers;We are Google and Amazon workers. We condemn Project Nimbus;12/10/2021;https://www.theguardian.com/commentisfree/2021/oct/12/google-amazon-workers-condemn-project-nimbus-israeli-military-contract;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2021;The Guardian;"Dubhashi, Devdatt; Lappin, Shalom";Scared about the threat of AI? It’s the big tech giants that need reining in;16/12/2021;https://www.theguardian.com/commentisfree/2021/dec/16/scared-about-the-threat-of-ai-its-the-big-tech-giants-that-need-reining-in;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2021;The New York Times;Metz, Cade;Who Is Making Sure the A.I. Machines Aren’t Racist?;15/03/2021;https://www.nytimes.com/2021/03/15/technology/artificial-intelligence-google-bias.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2022;The New York Times;Grant, Nico;Google Employee Who Played Key Role in Protest of Contract With Israel Quits;30/08/2022;https://www.nytimes.com/2022/08/30/technology/google-employee-israel.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2023;The Guardian;"Bhuiyan, Johana; Montgomery, Blake";‘A betrayal’: Google workers protest Israeli military contract at vigil for ex-intern killed in airstrike;01/12/2023;https://www.theguardian.com/technology/2023/dec/01/google-intern-gaza-israel-military-contract-project-nimbus;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2023;The Guardian;Giles, Keir;Tech giants hold huge sway in matters of war, life and death. That should concern us all;12/09/2023;https://www.theguardian.com/commentisfree/2023/sep/12/tech-giants-war-elon-musk-ukraine-starlink;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2023;The Guardian;Milman, Oliver;Big tech vows to fight climate crisis but employs fossil fuel-linked lobbyists;05/07/2023;https://www.theguardian.com/us-news/2023/jul/05/big-tech-vows-to-fight-climate-crisis-but-employs-fossil-fuel-linked-lobbyists;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;Bloomberg.com;Manson, Katrina;US Used AI to Help Find Middle East Targets for Airstrikes;26/02/2024;https://www.bloomberg.com/news/articles/2024-02-26/us-says-it-used-ai-to-help-find-targets-it-hit-in-iraq-syria-and-yemen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;Reuters;"Paul, Katie; Tong, Anna; Tong, Anna";Inside Big Tech's underground race to buy AI training data;05/04/2024;https://www.reuters.com/technology/inside-big-techs-underground-race-buy-ai-training-data-2024-04-05/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Helmore, Edward;Microsoft sails as AI boom fuels double-digit growth in cloud business;30/10/2024;https://www.theguardian.com/technology/2024/oct/30/microsoft-earnings-increase-ai;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
